rock_type,abbrev,岩石属性,density,density_unit,det_den,vp,dvp,vs,dvs,pressure,pressure_unit,temperature,felsic_or_mafic,rock_facies,sio2_wt,source,method
Amphibolite,,,3.062,g/cm3,,7.081,,3.869,,0.600,GPa,25,mafic,granulite,47.360,Fountain 1976,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.090,,4.670,,0.100,GPa,25,ultramafic,,42.650,Fountain 1976,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.220,,4.710,,0.200,GPa,25,ultramafic,,42.650,Fountain 1976,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.350,,4.760,,0.400,GPa,25,ultramafic,,42.650,Fountain 1976,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.420,,4.780,,0.600,GPa,25,ultramafic,,42.650,Fountain 1976,compiled_518_strict
Hb-py Granofels,,,3.067,g/cm3,,6.670,,3.840,,0.100,GPa,25,mafic,granulite,46.750,Fountain 1976,compiled_518_strict
Hb-py Granofels,,,3.067,g/cm3,,7.060,,3.900,,0.200,GPa,25,mafic,granulite,46.750,Fountain 1976,compiled_518_strict
Hb-py Granofels,,,3.067,g/cm3,,7.270,,3.980,,0.400,GPa,25,mafic,granulite,46.750,Fountain 1976,compiled_518_strict
Hb-py Granofels,,,3.067,g/cm3,,7.365,,4.010,,0.600,GPa,25,mafic,granulite,46.750,Fountain 1976,compiled_518_strict
Stronalite,,,3.104,g/cm3,,6.990,,3.800,,0.100,GPa,25,pelitic,granulite,52.470,Fountain 1976,compiled_518_strict
Stronalite,,,3.104,g/cm3,,7.120,,3.870,,0.200,GPa,25,pelitic,granulite,52.470,Fountain 1976,compiled_518_strict
Stronalite,,,3.104,g/cm3,,7.270,,3.940,,0.400,GPa,25,pelitic,granulite,52.470,Fountain 1976,compiled_518_strict
Stronalite,,,3.104,g/cm3,,7.350,,3.980,,0.600,GPa,25,pelitic,granulite,52.470,Fountain 1976,compiled_518_strict
Pyroxene Granulite,,,2.790,g/cm3,,6.320,,3.610,,0.100,GPa,25,mafic,granulite,48.680,Fountain 1976,compiled_518_strict
Pyroxene Granulite,,,2.790,g/cm3,,6.540,,3.710,,0.200,GPa,25,mafic,granulite,48.680,Fountain 1976,compiled_518_strict
Pyroxene Granulite,,,2.790,g/cm3,,6.700,,3.770,,0.400,GPa,25,mafic,granulite,48.680,Fountain 1976,compiled_518_strict
Pyroxene Granulite,,,2.790,g/cm3,,6.780,,3.800,,0.600,GPa,25,mafic,granulite,48.680,Fountain 1976,compiled_518_strict
Pyriclasite,,,2.942,g/cm3,,6.310,,3.570,,0.100,GPa,25,mafic,granulite,47.300,Fountain 1976,compiled_518_strict
Pyriclasite,,,2.942,g/cm3,,6.580,,3.710,,0.200,GPa,25,mafic,granulite,47.300,Fountain 1976,compiled_518_strict
Pyriclasite,,,2.942,g/cm3,,6.850,,3.800,,0.400,GPa,25,mafic,granulite,47.300,Fountain 1976,compiled_518_strict
Pyriclasite,,,2.942,g/cm3,,6.990,,3.840,,0.600,GPa,25,mafic,granulite,47.300,Fountain 1976,compiled_518_strict
Granulite,,,2.916,g/cm3,,6.580,,3.630,,0.100,GPa,25,mafic,granulite,46.270,Fountain 1976,compiled_518_strict
Granulite,,,2.916,g/cm3,,6.770,,3.700,,0.200,GPa,25,mafic,granulite,46.270,Fountain 1976,compiled_518_strict
Granulite,,,2.916,g/cm3,,6.910,,3.740,,0.400,GPa,25,mafic,granulite,46.270,Fountain 1976,compiled_518_strict
Granulite,,,2.916,g/cm3,,6.980,,3.770,,0.600,GPa,25,mafic,granulite,46.270,Fountain 1976,compiled_518_strict
Pyroxenite,,,3.275,g/cm3,,7.570,,,,0.100,GPa,25,,,50.660,Fountain 1976,compiled_518_strict
Pyroxenite,,,3.275,g/cm3,,7.650,,,,0.200,GPa,25,,,50.660,Fountain 1976,compiled_518_strict
Pyroxenite,,,3.275,g/cm3,,7.740,,,,0.400,GPa,25,,,50.660,Fountain 1976,compiled_518_strict
Pyroxenite,,,3.275,g/cm3,,7.820,,,,0.600,GPa,25,,,50.660,Fountain 1976,compiled_518_strict
Schist,,,2.741,g/cm3,,5.980,,,,0.100,GPa,25,pelitic,amphibolite,67.400,Fountain 1976,compiled_518_strict
Schist,,,2.741,g/cm3,,6.140,,,,0.200,GPa,25,pelitic,amphibolite,67.400,Fountain 1976,compiled_518_strict
Schist,,,2.741,g/cm3,,6.280,,,,0.400,GPa,25,pelitic,amphibolite,67.400,Fountain 1976,compiled_518_strict
Schist,,,2.741,g/cm3,,6.380,,,,0.600,GPa,25,pelitic,amphibolite,67.400,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.150,,3.790,,0.100,GPa,25,,,43.090,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.290,,3.840,,0.200,GPa,25,,,43.090,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.410,,3.890,,0.400,GPa,25,,,43.090,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.480,,3.910,,0.600,GPa,25,,,43.090,Fountain 1976,compiled_518_strict
Hb-py Granofels,,,3.080,g/cm3,,7.120,,3.940,,0.100,GPa,25,mafic,granulite,45.200,Fountain 1976,compiled_518_strict
Hb-py Granofels,,,3.080,g/cm3,,7.260,,4.000,,0.200,GPa,25,mafic,granulite,45.200,Fountain 1976,compiled_518_strict
Hb-py Granofels,,,3.080,g/cm3,,7.380,,4.060,,0.400,GPa,25,mafic,granulite,45.200,Fountain 1976,compiled_518_strict
Hb-py Granofels,,,3.080,g/cm3,,7.450,,4.100,,0.600,GPa,25,mafic,granulite,45.200,Fountain 1976,compiled_518_strict
Amphibolite,,,3.044,g/cm3,,6.060,,3.470,,0.100,GPa,25,mafic,amphibolite,47.860,Fountain 1976,compiled_518_strict
Amphibolite,,,3.044,g/cm3,,6.600,,3.720,,0.200,GPa,25,mafic,amphibolite,47.860,Fountain 1976,compiled_518_strict
Amphibolite,,,3.044,g/cm3,,7.040,,3.890,,0.400,GPa,25,mafic,amphibolite,47.860,Fountain 1976,compiled_518_strict
Amphibolite,,,3.044,g/cm3,,7.210,,3.930,,0.600,GPa,25,mafic,amphibolite,47.860,Fountain 1976,compiled_518_strict
Pyriclasite,,,2.910,g/cm3,,6.900,,3.770,,0.100,GPa,25,mafic,granulite,46.120,Fountain 1976,compiled_518_strict
Pyriclasite,,,2.910,g/cm3,,7.080,,3.830,,0.200,GPa,25,mafic,granulite,46.120,Fountain 1976,compiled_518_strict
Pyriclasite,,,2.910,g/cm3,,7.210,,3.870,,0.400,GPa,25,mafic,granulite,46.120,Fountain 1976,compiled_518_strict
Pyriclasite,,,2.910,g/cm3,,7.280,,3.890,,0.600,GPa,25,mafic,granulite,46.120,Fountain 1976,compiled_518_strict
Plagioklasfelse,,,2.963,g/cm3,,7.090,,3.780,,0.100,GPa,25,,,42.300,Fountain 1976,compiled_518_strict
Plagioklasfelse,,,2.963,g/cm3,,7.240,,3.860,,0.200,GPa,25,,,42.300,Fountain 1976,compiled_518_strict
Plagioklasfelse,,,2.963,g/cm3,,7.390,,3.940,,0.400,GPa,25,,,42.300,Fountain 1976,compiled_518_strict
Plagioklasfelse,,,2.963,g/cm3,,7.480,,3.980,,0.600,GPa,25,,,42.300,Fountain 1976,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.140,,4.100,,0.100,GPa,25,,,40.530,Fountain 1976,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.420,,4.210,,0.200,GPa,25,,,40.530,Fountain 1976,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.620,,4.300,,0.400,GPa,25,,,40.530,Fountain 1976,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.720,,4.340,,0.600,GPa,25,,,40.530,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.067,g/cm3,,6.690,,3.660,,0.100,GPa,25,mafic,granulite,43.880,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.067,g/cm3,,7.120,,3.850,,0.200,GPa,25,mafic,granulite,43.880,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.067,g/cm3,,7.380,,3.960,,0.400,GPa,25,mafic,granulite,43.880,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.067,g/cm3,,7.480,,3.990,,0.600,GPa,25,mafic,granulite,43.880,Fountain 1976,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,5.650,,,,0.100,GPa,25,pelitic,amphibolite,69.880,Fountain 1976,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,5.920,,,,0.200,GPa,25,pelitic,amphibolite,69.880,Fountain 1976,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,6.130,,,,0.400,GPa,25,pelitic,amphibolite,69.880,Fountain 1976,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,6.260,,,,0.600,GPa,25,pelitic,amphibolite,69.880,Fountain 1976,compiled_518_strict
Schist,,,2.751,g/cm3,,6.170,,,,0.100,GPa,25,pelitic,amphibolite,62.560,Fountain 1976,compiled_518_strict
Schist,,,2.751,g/cm3,,6.310,,,,0.200,GPa,25,pelitic,amphibolite,62.560,Fountain 1976,compiled_518_strict
Schist,,,2.751,g/cm3,,6.440,,,,0.400,GPa,25,pelitic,amphibolite,62.560,Fountain 1976,compiled_518_strict
Schist,,,2.751,g/cm3,,6.520,,,,0.600,GPa,25,pelitic,amphibolite,62.560,Fountain 1976,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.600,,3.800,,0.100,GPa,25,,,59.990,Fountain 1976,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.740,,3.850,,0.200,GPa,25,,,59.990,Fountain 1976,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.870,,3.900,,0.400,GPa,25,,,59.990,Fountain 1976,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.960,,3.930,,0.600,GPa,25,,,59.990,Fountain 1976,compiled_518_strict
Stronalite,,,2.997,g/cm3,,6.790,,,,0.100,GPa,25,pelitic,granulite,50.710,Fountain 1976,compiled_518_strict
Stronalite,,,2.997,g/cm3,,7.100,,,,0.200,GPa,25,pelitic,granulite,50.710,Fountain 1976,compiled_518_strict
Stronalite,,,2.997,g/cm3,,7.400,,,,0.400,GPa,25,pelitic,granulite,50.710,Fountain 1976,compiled_518_strict
Stronalite,,,2.997,g/cm3,,7.560,,,,0.600,GPa,25,pelitic,granulite,50.710,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.085,g/cm3,,6.680,,3.710,,0.100,GPa,25,mafic,granulite,46.830,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.085,g/cm3,,7.060,,3.843,,0.200,GPa,25,mafic,granulite,46.830,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.085,g/cm3,,7.290,,3.950,,0.400,GPa,25,mafic,granulite,46.830,Fountain 1976,compiled_518_strict
Pyriclasite,,,3.085,g/cm3,,7.400,,3.980,,0.600,GPa,25,mafic,granulite,46.830,Fountain 1976,compiled_518_strict
Harzburgite,,,3.320,g/cm3,,8.230,,,,0.600,GPa,25,ultramafic,,,Peselnick&Nicolas 1978,compiled_518_strict
Lherzolite,,,3.240,g/cm3,,8.270,,,,0.600,GPa,25,ultramafic,,,Peselnick&Nicolas 1978,compiled_518_strict
Gabbroic Anorthosite,,,3.044,g/cm3,,7.623,,,,0.600,GPa,25,,,,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Gabbroic Anorthosite,,,2.948,g/cm3,,7.550,,,,0.600,GPa,25,,,,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Gabbroic Anorthosite,,,2.789,g/cm3,,7.350,,,,0.600,GPa,25,,,,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Gabbroic Anorthosite,,,2.925,g/cm3,,7.730,,,,0.600,GPa,25,,,50.640,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Gabbroic Anorthosite,,,3.011,g/cm3,,7.540,,,,0.600,GPa,25,,,50.930,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Gabbroic Anorthosite,,,3.087,g/cm3,,7.920,,,,0.600,GPa,25,,,49.460,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Gabbroic Anorthosite,,,2.873,g/cm3,,7.370,,,,0.600,GPa,25,,,,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Gabbroic Anorthosite,,,2.821,g/cm3,,7.260,,,,0.600,GPa,25,,,53.220,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Lesz Eclogite,,,3.279,g/cm3,,8.236,,,,0.600,GPa,25,,,44.770,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Lesz Eclogite,,,3.324,g/cm3,,8.293,,,,0.600,GPa,25,,,48.800,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Lesz Eclogite,,,3.337,g/cm3,,8.405,,,,0.600,GPa,25,,,44.260,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Lesz Eclogite,,,3.566,g/cm3,,8.297,,,,0.600,GPa,25,,,44.520,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Lesz Eclogite,,,3.376,g/cm3,,8.443,,,,0.600,GPa,25,,,47.140,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Lesz Eclogite,,,3.335,g/cm3,,8.410,,,,0.600,GPa,25,,,46.010,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Lesz Eclogite,,,3.362,g/cm3,,8.373,,,,0.600,GPa,25,,,46.140,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Uesz Eclogite,,,3.395,g/cm3,,8.742,,,,0.600,GPa,25,,,50.350,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Uesz Eclogite,,,3.244,g/cm3,,8.164,,,,0.600,GPa,25,,,,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Uesz Eclogite,,,3.246,g/cm3,,8.194,,,,0.600,GPa,25,,,50.250,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Uesz Eclogite,,,3.416,g/cm3,,8.406,,,,0.600,GPa,25,,,,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Uesz Eclogite,,,3.256,g/cm3,,8.148,,,,0.600,GPa,25,,,,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Uesz Eclogite,,,3.329,g/cm3,,8.252,,,,0.600,GPa,25,,,46.240,Fountain et al 1994a;       Boundy et al 1992,compiled_518_strict
Pyroxenite (montana),,,3.311,g/cm3,,8.081,,,,0.100,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (montana),,,3.311,g/cm3,,8.117,,,,0.200,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (montana),,,3.311,g/cm3,,8.151,,,,0.300,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (montana),,,3.311,g/cm3,,8.180,,,,0.400,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (montana),,,3.311,g/cm3,,8.212,,,,0.500,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (montana),,,3.311,g/cm3,,8.248,,,,0.600,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (washington),,,3.286,g/cm3,,8.000,,,,0.100,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (washington),,,3.286,g/cm3,,8.029,,,,0.200,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (washington),,,3.286,g/cm3,,8.061,,,,0.300,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (washington),,,3.286,g/cm3,,8.090,,,,0.400,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (washington),,,3.286,g/cm3,,8.118,,,,0.500,GPa,25,,,,Christensen 1974,compiled_518_strict
Pyroxenite (washington),,,3.286,g/cm3,,8.150,,,,0.600,GPa,25,,,,Christensen 1974,compiled_518_strict
Dunite (washington),,,3.309,g/cm3,,8.498,,,,0.100,GPa,25,,,,Christensen 1974,compiled_518_strict
Dunite (washington),,,3.309,g/cm3,,8.527,,,,0.200,GPa,25,,,,Christensen 1974,compiled_518_strict
Dunite (washington),,,3.309,g/cm3,,8.548,,,,0.300,GPa,25,,,,Christensen 1974,compiled_518_strict
Dunite (washington),,,3.309,g/cm3,,8.576,,,,0.400,GPa,25,,,,Christensen 1974,compiled_518_strict
Dunite (washington),,,3.309,g/cm3,,8.605,,,,0.500,GPa,25,,,,Christensen 1974,compiled_518_strict
Dunite (washington),,,3.309,g/cm3,,8.632,,,,0.600,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (norway),,,3.504,g/cm3,,8.270,,,,0.100,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (norway),,,3.504,g/cm3,,8.292,,,,0.200,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (norway),,,3.504,g/cm3,,8.320,,,,0.300,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (norway),,,3.504,g/cm3,,8.342,,,,0.400,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (norway),,,3.504,g/cm3,,8.365,,,,0.500,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (norway),,,3.504,g/cm3,,8.390,,,,0.600,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (czechoslovakia),,,3.559,g/cm3,,8.453,,,,0.100,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (czechoslovakia),,,3.559,g/cm3,,8.475,,,,0.200,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (czechoslovakia),,,3.559,g/cm3,,8.502,,,,0.300,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (czechoslovakia),,,3.559,g/cm3,,8.525,,,,0.400,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (czechoslovakia),,,3.559,g/cm3,,8.545,,,,0.500,GPa,25,,,,Christensen 1974,compiled_518_strict
Eclogite (czechoslovakia),,,3.559,g/cm3,,8.572,,,,0.600,GPa,25,,,,Christensen 1974,compiled_518_strict
Serpentinite,,,2.520,g/cm3,,4.640,,2.250,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinite,,,2.520,g/cm3,,4.750,,2.270,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinite,,,2.520,g/cm3,,4.910,,2.320,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinite,,,2.520,g/cm3,,5.020,,2.350,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 1,,,2.750,g/cm3,,5.910,,2.920,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 1,,,2.750,g/cm3,,5.980,,2.960,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 1,,,2.750,g/cm3,,6.050,,3.000,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 1,,,2.750,g/cm3,,6.140,,3.020,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 2,,,2.840,g/cm3,,6.140,,3.040,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 2,,,2.840,g/cm3,,6.200,,3.080,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 2,,,2.840,g/cm3,,6.280,,3.110,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 2,,,2.840,g/cm3,,6.370,,3.130,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 3,,,3.050,g/cm3,,6.900,,3.640,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 3,,,3.050,g/cm3,,7.020,,3.670,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 3,,,3.050,g/cm3,,7.120,,3.780,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 3,,,3.050,g/cm3,,7.200,,3.810,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 4,,,3.070,g/cm3,,6.780,,3.670,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 4,,,3.070,g/cm3,,6.870,,3.710,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 4,,,3.070,g/cm3,,6.980,,3.790,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 4,,,3.070,g/cm3,,7.050,,3.810,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 5,,,3.130,g/cm3,,7.150,,3.540,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 5,,,3.130,g/cm3,,7.250,,3.630,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 5,,,3.130,g/cm3,,7.370,,3.740,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 5,,,3.130,g/cm3,,7.460,,3.760,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 6,,,3.140,g/cm3,,7.090,,3.880,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 6,,,3.140,g/cm3,,7.160,,3.940,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 6,,,3.140,g/cm3,,7.230,,3.990,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Peridotite 6,,,3.140,g/cm3,,7.300,,4.010,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Peridotite 1,,,3.290,g/cm3,,7.210,,3.580,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Peridotite 1,,,3.290,g/cm3,,7.630,,3.920,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Peridotite 1,,,3.290,g/cm3,,8.000,,4.350,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Peridotite 1,,,3.290,g/cm3,,8.090,,4.430,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Peridotite 2,,,3.290,g/cm3,,7.180,,3.760,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Peridotite 2,,,3.290,g/cm3,,7.800,,4.080,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Peridotite 2,,,3.290,g/cm3,,8.130,,4.520,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Peridotite 2,,,3.290,g/cm3,,8.220,,4.590,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Dunite,,,3.330,g/cm3,,8.490,,4.550,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Dunite,,,3.330,g/cm3,,8.520,,4.630,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Dunite,,,3.330,g/cm3,,8.550,,4.660,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Dunite,,,3.330,g/cm3,,8.590,,4.690,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Dunite,,,3.190,g/cm3,,7.320,,,,0.100,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Dunite,,,3.190,g/cm3,,7.440,,,,0.200,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Dunite,,,3.190,g/cm3,,7.570,,,,0.400,GPa,25,,,,Christensen 1966a,compiled_518_strict
Serpentinized Dunite,,,3.190,g/cm3,,7.650,,,,0.600,GPa,25,,,,Christensen 1966a,compiled_518_strict
Gneiss 1,,,2.643,g/cm3,,5.970,,,,0.100,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 1,,,2.643,g/cm3,,6.120,,,,0.200,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 1,,,2.643,g/cm3,,6.220,,,,0.400,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 1,,,2.643,g/cm3,,6.270,,,,0.600,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 2,,,2.654,g/cm3,,5.850,,2.800,,0.100,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 2,,,2.654,g/cm3,,6.060,,3.000,,0.200,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 2,,,2.654,g/cm3,,6.180,,3.210,,0.400,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 2,,,2.654,g/cm3,,6.240,,3.400,,0.600,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 3,,,2.755,g/cm3,,6.150,,,,0.100,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 3,,,2.755,g/cm3,,6.320,,,,0.200,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 3,,,2.755,g/cm3,,6.430,,,,0.400,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 3,,,2.755,g/cm3,,6.490,,,,0.600,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
Gneiss 4,,,2.824,g/cm3,,6.030,,3.100,,0.100,GPa,25,felsic,amphibolite,,Christensen 1965   Christensen 1966b,compiled_518_strict
